,Churn,tenure,Contract,Monthly,InternetService,SeniorCitizen,Partner,Dependents,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,PaymentMethod,Total,Cuentas_Diarias
3143,0,68,Two year,105.25,Fiber optic,0,1,1,Yes,Yes,Yes,No,Bank transfer (automatic),7173.15,3.51
3144,0,47,Two year,65.0,DSL,0,0,0,Yes,No,Yes,Yes,Mailed check,2879.9,2.17
3145,1,16,Month-to-month,94.45,Fiber optic,1,0,0,No,No,No,Yes,Electronic check,1511.2,3.15
3146,0,44,Month-to-month,54.9,DSL,0,1,1,No,Yes,No,Yes,Bank transfer (automatic),2549.1,1.83
3147,0,72,Two year,105.5,Fiber optic,0,1,0,Yes,No,Yes,No,Electronic check,7544.0,3.52
3148,1,3,Month-to-month,20.55,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),51.15,0.68
3149,0,22,Month-to-month,94.95,Fiber optic,0,0,0,No,Yes,Yes,Yes,Bank transfer (automatic),2142.8,3.16
3150,1,23,Month-to-month,104.05,Fiber optic,0,0,0,No,No,Yes,Yes,Mailed check,2470.1,3.47
3151,0,70,Two year,114.75,Fiber optic,0,1,1,Yes,Yes,Yes,Yes,Credit card (automatic),7842.3,3.82
3152,0,3,One year,20.25,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,71.2,0.68
3153,0,44,One year,106.05,Fiber optic,0,0,0,Yes,Yes,Yes,No,Electronic check,4510.8,3.53
3154,0,5,Month-to-month,85.55,Fiber optic,1,0,0,No,Yes,No,No,Electronic check,408.5,2.85
3155,0,4,Month-to-month,19.85,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Electronic check,63.0,0.66
3156,0,4,Month-to-month,20.15,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,84.5,0.67
3157,1,3,Month-to-month,63.6,DSL,0,0,0,No,No,No,Yes,Electronic check,155.65,2.12
3158,0,54,Month-to-month,89.8,Fiber optic,0,0,0,Yes,No,Yes,No,Mailed check,4667.0,2.99
3159,0,14,One year,24.8,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),321.7,0.83
3160,1,25,One year,74.3,DSL,0,0,0,Yes,Yes,Yes,Yes,Mailed check,1863.8,2.48
3161,1,27,Month-to-month,78.05,Fiber optic,1,0,0,No,No,Yes,No,Electronic check,2135.5,2.6
3162,1,1,Month-to-month,74.5,Fiber optic,0,0,0,No,No,No,No,Electronic check,74.5,2.48
3163,0,12,One year,79.2,DSL,1,1,0,Yes,No,Yes,Yes,Electronic check,943.85,2.64
3164,0,13,Month-to-month,61.8,DSL,0,1,1,No,Yes,Yes,Yes,Bank transfer (automatic),750.1,2.06
3165,0,69,Two year,99.35,Fiber optic,0,1,1,No,No,No,Yes,Electronic check,6856.45,3.31
3166,0,35,Month-to-month,50.15,DSL,0,0,1,No,No,No,No,Mailed check,1655.35,1.67
3167,0,64,One year,90.25,Fiber optic,0,1,1,No,No,Yes,No,Credit card (automatic),5629.15,3.01
3168,1,21,Month-to-month,104.4,Fiber optic,0,1,0,Yes,No,Yes,No,Bank transfer (automatic),2200.25,3.48
3169,1,2,Month-to-month,93.85,Fiber optic,1,0,0,No,No,No,No,Electronic check,196.75,3.13
3170,0,20,One year,19.35,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),433.75,0.64
3171,0,26,Month-to-month,49.15,DSL,0,0,0,No,No,No,Yes,Bank transfer (automatic),1237.3,1.64
3172,1,3,Month-to-month,36.85,DSL,0,0,0,No,Yes,No,Yes,Mailed check,108.7,1.23
3173,0,4,Month-to-month,25.45,No,0,0,1,No internet service,No internet service,No internet service,No internet service,Mailed check,84.2,0.85
3174,0,7,Month-to-month,75.7,DSL,0,1,1,Yes,Yes,Yes,Yes,Electronic check,554.05,2.52
3175,1,2,Month-to-month,44.65,DSL,0,0,0,No,No,No,No,Mailed check,74.9,1.49
3176,1,46,Month-to-month,101.0,Fiber optic,1,1,0,No,No,Yes,No,Electronic check,4680.05,3.37
3178,1,5,Month-to-month,85.75,Fiber optic,0,1,1,No,No,No,Yes,Electronic check,470.95,2.86
3179,0,10,Month-to-month,36.25,DSL,0,0,0,No,Yes,No,Yes,Electronic check,374.0,1.21
3180,1,13,Month-to-month,74.3,Fiber optic,1,0,0,No,No,Yes,No,Electronic check,940.35,2.48
3181,0,71,Two year,24.75,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1836.9,0.82
3182,0,42,One year,60.15,DSL,0,0,0,Yes,Yes,No,No,Bank transfer (automatic),2421.6,2.0
3183,0,9,Month-to-month,99.3,Fiber optic,0,0,0,No,Yes,No,No,Credit card (automatic),918.75,3.31
3184,1,61,Month-to-month,105.55,Fiber optic,0,1,0,No,Yes,Yes,No,Electronic check,6281.45,3.52
3185,0,2,Month-to-month,71.3,Fiber optic,0,0,0,No,No,No,No,Credit card (automatic),157.75,2.38
3186,0,60,Month-to-month,74.35,Fiber optic,0,1,1,No,No,No,No,Bank transfer (automatic),4453.3,2.48
3187,0,39,Month-to-month,50.65,DSL,0,0,0,No,No,Yes,No,Credit card (automatic),1905.4,1.69
3188,0,15,One year,19.5,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,239.75,0.65
3189,0,7,Month-to-month,43.9,DSL,0,0,0,No,No,No,No,Mailed check,278.4,1.46
3190,0,15,Two year,19.6,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,331.6,0.65
3191,0,61,One year,101.15,Fiber optic,0,1,0,No,No,No,Yes,Bank transfer (automatic),6383.9,3.37
3192,0,19,Month-to-month,49.6,DSL,0,1,1,No,No,Yes,No,Bank transfer (automatic),962.9,1.65
3193,0,59,Two year,25.0,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,1510.5,0.83
3194,0,30,Month-to-month,44.5,DSL,0,0,1,No,No,No,No,Electronic check,1307.8,1.48
3195,0,62,Month-to-month,89.8,Fiber optic,1,1,0,No,Yes,No,No,Bank transfer (automatic),5629.55,2.99
3196,1,2,One year,19.85,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,35.9,0.66
3197,0,18,Month-to-month,77.8,Fiber optic,0,0,0,No,Yes,Yes,No,Electronic check,1358.6,2.59
3198,0,20,Month-to-month,60.0,DSL,1,1,0,No,Yes,No,No,Electronic check,1259.35,2.0
3200,0,5,Month-to-month,48.65,DSL,0,0,1,No,No,No,Yes,Bank transfer (automatic),235.2,1.62
3201,1,42,Month-to-month,84.3,Fiber optic,0,1,0,No,No,Yes,Yes,Electronic check,3588.4,2.81
3204,0,52,Month-to-month,98.15,Fiber optic,0,1,1,Yes,Yes,Yes,No,Bank transfer (automatic),4993.4,3.27
3205,0,45,Two year,19.2,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Electronic check,903.7,0.64
3206,0,69,One year,110.55,Fiber optic,1,1,0,Yes,No,Yes,Yes,Mailed check,7610.1,3.68
3208,0,36,One year,104.8,Fiber optic,0,0,0,No,Yes,Yes,No,Bank transfer (automatic),3886.45,3.49
3209,0,8,Month-to-month,74.05,Fiber optic,1,0,0,No,No,Yes,No,Bank transfer (automatic),600.15,2.47
3210,0,2,Month-to-month,69.7,Fiber optic,0,0,0,No,No,No,No,Electronic check,135.2,2.32
3211,0,5,Month-to-month,56.15,DSL,0,0,0,No,No,Yes,Yes,Electronic check,291.45,1.87
3212,1,3,Month-to-month,55.3,DSL,0,0,0,No,No,No,No,Electronic check,196.15,1.84
3213,1,52,Month-to-month,105.05,Fiber optic,0,1,0,No,Yes,Yes,No,Electronic check,5624.85,3.5
3214,0,13,Month-to-month,20.4,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Electronic check,251.65,0.68
3215,0,38,One year,19.6,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),763.1,0.65
3216,0,61,One year,103.95,Fiber optic,0,0,0,No,Yes,Yes,No,Electronic check,6423.0,3.47
3217,1,16,Month-to-month,20.25,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),327.45,0.68
3218,1,35,Month-to-month,72.25,DSL,0,1,1,Yes,No,Yes,Yes,Electronic check,2568.55,2.41
3219,0,18,Month-to-month,57.65,DSL,0,0,1,Yes,No,No,No,Mailed check,992.7,1.92
3221,0,23,Two year,59.7,DSL,0,1,1,No,Yes,No,Yes,Mailed check,1414.2,1.99
3222,1,1,Month-to-month,69.7,Fiber optic,0,0,0,No,No,No,No,Bank transfer (automatic),69.7,2.32
3223,0,46,One year,69.1,DSL,1,0,0,No,No,Yes,Yes,Credit card (automatic),3255.35,2.3
3224,0,26,Month-to-month,35.75,DSL,0,0,0,No,No,Yes,Yes,Electronic check,1022.5,1.19
3225,1,11,Month-to-month,74.95,Fiber optic,0,0,0,No,Yes,No,No,Electronic check,815.5,2.5
3226,0,35,Month-to-month,59.45,DSL,0,1,1,Yes,Yes,No,No,Credit card (automatic),2136.9,1.98
3227,1,6,Month-to-month,74.4,Fiber optic,1,0,0,No,No,Yes,No,Electronic check,434.1,2.48
3228,0,31,One year,75.5,DSL,0,1,0,Yes,Yes,Yes,Yes,Credit card (automatic),2424.45,2.52
3229,1,1,Month-to-month,69.8,Fiber optic,0,0,0,No,No,No,No,Electronic check,69.8,2.33
3230,1,38,Month-to-month,57.15,DSL,1,0,0,Yes,Yes,No,No,Credit card (automatic),2250.65,1.9
3231,1,2,Month-to-month,70.0,Fiber optic,0,0,0,No,No,No,No,Bank transfer (automatic),153.05,2.33
3232,0,71,Two year,80.7,Fiber optic,1,1,0,Yes,No,No,No,Credit card (automatic),5676.0,2.69
3233,1,16,Month-to-month,84.75,Fiber optic,1,0,0,No,No,No,No,Electronic check,1350.15,2.82
3234,0,42,One year,20.25,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,854.9,0.68
3235,0,56,Two year,25.95,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1444.05,0.86
3236,0,18,Month-to-month,88.85,Fiber optic,0,1,0,No,No,No,Yes,Electronic check,1594.75,2.96
3237,0,13,Month-to-month,54.8,DSL,1,0,0,No,Yes,Yes,No,Electronic check,731.3,1.83
3238,0,42,One year,80.45,DSL,0,1,0,Yes,No,No,Yes,Credit card (automatic),3375.9,2.68
3239,1,59,Month-to-month,101.1,Fiber optic,0,1,0,No,Yes,No,No,Electronic check,6039.9,3.37
3240,0,26,Month-to-month,44.65,DSL,0,0,0,Yes,Yes,No,No,Bank transfer (automatic),1156.55,1.49
3241,0,54,One year,105.85,Fiber optic,0,0,1,Yes,Yes,No,Yes,Electronic check,5826.65,3.53
3242,0,40,Two year,24.6,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,973.95,0.82
3243,0,8,Two year,76.15,DSL,0,1,1,Yes,Yes,No,Yes,Credit card (automatic),645.8,2.54
3244,0,25,Month-to-month,88.4,Fiber optic,1,1,0,No,Yes,Yes,No,Bank transfer (automatic),2191.15,2.95
3245,1,2,Month-to-month,80.2,Fiber optic,0,0,0,No,No,No,No,Electronic check,146.05,2.67
3246,0,42,One year,19.05,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Electronic check,761.85,0.64
3247,0,51,One year,95.15,Fiber optic,0,1,1,Yes,No,No,Yes,Mailed check,5000.05,3.17
3248,0,58,Two year,25.15,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1509.9,0.84
3250,0,12,Month-to-month,85.05,Fiber optic,0,1,0,No,Yes,No,No,Credit card (automatic),999.8,2.84
3251,0,9,One year,20.25,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,172.35,0.68
3252,0,2,Month-to-month,45.55,DSL,0,0,0,No,No,No,No,Electronic check,84.4,1.52
3253,0,46,One year,24.95,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,1165.9,0.83
3254,1,7,Month-to-month,19.25,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Electronic check,112.3,0.64
3255,0,8,One year,43.45,DSL,0,1,1,No,No,No,No,Mailed check,345.5,1.45
3256,0,16,Month-to-month,74.75,Fiber optic,0,0,0,No,No,No,No,Credit card (automatic),1129.35,2.49
3257,0,55,One year,59.45,DSL,0,1,1,Yes,No,No,No,Credit card (automatic),3157.0,1.98
3258,1,10,Month-to-month,80.05,Fiber optic,0,0,0,No,Yes,No,No,Bank transfer (automatic),830.7,2.67
3259,1,16,Month-to-month,72.65,Fiber optic,0,0,0,No,No,No,No,Electronic check,1194.3,2.42
3260,1,5,Month-to-month,85.2,Fiber optic,0,0,0,No,No,No,No,Electronic check,474.8,2.84
3261,0,52,One year,57.95,DSL,0,0,0,Yes,No,Yes,Yes,Credit card (automatic),3042.25,1.93
3262,1,1,Month-to-month,69.65,Fiber optic,0,0,1,No,No,No,No,Electronic check,69.65,2.32
3263,1,70,Month-to-month,102.95,Fiber optic,1,1,0,No,Yes,Yes,No,Electronic check,7101.5,3.43
3264,0,62,Month-to-month,101.35,Fiber optic,0,1,0,No,No,Yes,No,Electronic check,6164.7,3.38
3265,1,49,Month-to-month,90.05,Fiber optic,1,1,0,No,Yes,No,No,Credit card (automatic),4547.25,3.0
3267,0,4,Month-to-month,19.75,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,78.3,0.66
3268,1,17,Month-to-month,91.85,Fiber optic,0,1,1,Yes,No,No,Yes,Electronic check,1574.45,3.06
3269,0,14,Month-to-month,82.65,Fiber optic,0,1,0,No,Yes,Yes,No,Electronic check,1185.0,2.76
3270,0,59,One year,68.7,DSL,0,0,0,Yes,No,No,Yes,Bank transfer (automatic),4070.95,2.29
3271,0,47,One year,58.9,DSL,0,0,0,Yes,Yes,No,Yes,Mailed check,2813.05,1.96
3272,0,71,Two year,24.65,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1710.15,0.82
3273,1,47,Month-to-month,107.35,Fiber optic,0,1,1,No,No,Yes,Yes,Bank transfer (automatic),5118.95,3.58
3274,0,5,Month-to-month,96.55,Fiber optic,0,0,0,No,Yes,Yes,No,Electronic check,500.1,3.22
3275,1,11,Month-to-month,44.05,DSL,0,1,0,No,No,No,No,Electronic check,483.7,1.47
3276,0,41,One year,109.1,Fiber optic,0,1,1,No,Yes,Yes,Yes,Bank transfer (automatic),4454.25,3.64
3277,0,52,Two year,63.25,DSL,0,0,0,Yes,Yes,No,No,Credit card (automatic),3342.45,2.11
3278,0,9,Month-to-month,20.4,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,181.8,0.68
3279,0,9,Month-to-month,43.75,DSL,0,0,0,No,No,No,No,Electronic check,405.7,1.46
3280,1,10,Month-to-month,80.25,Fiber optic,0,0,0,No,No,No,No,Bank transfer (automatic),846.0,2.68
3281,0,12,Two year,19.35,No,0,0,1,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),212.3,0.64
3282,1,22,One year,55.15,DSL,0,0,0,No,Yes,No,Yes,Credit card (automatic),1193.05,1.84
3283,0,52,One year,68.75,DSL,0,1,1,No,Yes,Yes,Yes,Electronic check,3482.85,2.29
3284,1,43,Month-to-month,56.15,DSL,0,1,1,No,No,No,No,Electronic check,2499.3,1.87
3285,0,13,Month-to-month,49.15,DSL,0,0,0,No,No,Yes,No,Electronic check,649.4,1.64
3286,1,3,Month-to-month,75.8,Fiber optic,0,0,0,No,No,No,No,Electronic check,246.3,2.53
3287,0,16,Month-to-month,91.55,Fiber optic,1,1,0,No,No,Yes,Yes,Electronic check,1540.05,3.05
3288,0,45,One year,24.7,No,1,1,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1174.35,0.82
3289,1,4,Month-to-month,73.75,Fiber optic,0,1,1,No,No,Yes,No,Electronic check,325.45,2.46
3291,1,3,Month-to-month,79.1,Fiber optic,0,0,0,Yes,Yes,No,No,Electronic check,246.5,2.64
3292,1,6,Month-to-month,105.3,Fiber optic,0,1,0,No,Yes,Yes,No,Electronic check,545.2,3.51
3293,1,1,Month-to-month,19.6,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,19.6,0.65
3294,0,70,Two year,24.25,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1724.15,0.81
3295,1,3,Month-to-month,29.7,DSL,0,1,1,Yes,No,No,No,Credit card (automatic),91.7,0.99
3296,1,56,One year,24.9,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Electronic check,1334.0,0.83
3297,1,24,Month-to-month,101.25,Fiber optic,1,0,0,No,Yes,No,No,Electronic check,2440.15,3.38
3298,1,25,Month-to-month,98.5,Fiber optic,1,1,0,No,Yes,Yes,No,Electronic check,2514.5,3.28
3299,0,53,One year,53.6,DSL,0,0,0,Yes,Yes,Yes,Yes,Electronic check,2879.2,1.79
3301,1,1,Month-to-month,69.85,Fiber optic,0,0,0,No,No,No,No,Electronic check,69.85,2.33
3302,1,25,One year,90.4,Fiber optic,0,1,1,No,No,No,No,Electronic check,2178.6,3.01
3303,0,8,Month-to-month,44.65,DSL,0,1,1,No,No,No,No,Bank transfer (automatic),369.15,1.49
3304,0,27,Two year,19.9,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,550.1,0.66
3306,0,60,One year,50.05,DSL,0,1,0,Yes,Yes,Yes,No,Electronic check,2911.5,1.67
3307,0,20,Month-to-month,81.45,Fiber optic,1,0,0,No,No,No,No,Electronic check,1671.6,2.72
3308,1,56,One year,104.75,Fiber optic,1,0,0,No,Yes,Yes,No,Bank transfer (automatic),5510.65,3.49
3309,1,1,Month-to-month,81.1,Fiber optic,0,0,0,No,No,No,No,Electronic check,81.1,2.7
3310,0,42,Two year,66.5,DSL,0,0,0,No,No,Yes,Yes,Credit card (automatic),2762.75,2.22
3311,0,16,One year,20.1,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),318.6,0.67
3312,0,65,Two year,110.8,Fiber optic,0,1,1,No,Yes,Yes,Yes,Credit card (automatic),7245.9,3.69
3313,0,20,One year,91.0,Fiber optic,1,1,0,No,No,No,No,Bank transfer (automatic),1859.5,3.03
3314,0,33,Two year,88.95,Fiber optic,0,0,0,Yes,No,No,Yes,Electronic check,3027.65,2.97
3315,0,22,Month-to-month,20.45,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),471.55,0.68
3316,1,8,Month-to-month,30.45,DSL,0,0,0,Yes,No,No,No,Electronic check,226.45,1.01
3317,0,44,Two year,20.4,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),905.55,0.68
3318,0,72,Two year,26.25,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1988.05,0.88
3319,1,7,Month-to-month,93.85,Fiber optic,0,0,0,No,No,No,No,Electronic check,635.6,3.13
3321,0,51,One year,78.65,DSL,0,1,0,No,Yes,No,Yes,Credit card (automatic),3950.85,2.62
3322,0,69,Two year,110.25,Fiber optic,1,0,0,Yes,No,Yes,Yes,Credit card (automatic),7467.55,3.68
3323,1,57,Month-to-month,39.3,DSL,0,0,0,No,Yes,No,No,Electronic check,2111.45,1.31
3324,1,35,One year,85.15,Fiber optic,0,0,1,No,No,Yes,No,Electronic check,3030.6,2.84
3325,1,2,Month-to-month,70.4,Fiber optic,0,1,1,No,No,No,No,Electronic check,147.15,2.35
3326,1,15,Month-to-month,79.4,Fiber optic,1,0,0,No,No,No,No,Electronic check,1156.1,2.65
3327,0,22,One year,19.95,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,433.5,0.66
3328,0,53,One year,62.85,DSL,0,0,1,Yes,Yes,No,Yes,Credit card (automatic),3419.5,2.1
3329,0,9,Month-to-month,88.4,Fiber optic,0,0,0,No,No,No,No,Mailed check,788.6,2.95
3330,0,1,Month-to-month,20.35,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,20.35,0.68
3331,0,32,Two year,18.95,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,613.95,0.63
3332,0,34,Month-to-month,88.85,Fiber optic,0,1,0,No,Yes,No,No,Mailed check,3000.25,2.96
3333,0,54,One year,61.0,DSL,0,0,1,No,Yes,Yes,Yes,Electronic check,3283.05,2.03
3334,1,6,Month-to-month,80.5,Fiber optic,0,1,1,No,No,No,Yes,Electronic check,502.85,2.68
3335,0,62,One year,19.95,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1244.8,0.66
3336,1,13,Month-to-month,55.95,DSL,0,1,1,No,No,No,No,Electronic check,734.35,1.86
3337,0,30,Two year,19.3,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,602.9,0.64
3338,0,55,One year,19.5,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,1026.35,0.65
3339,0,17,One year,70.35,DSL,0,1,1,Yes,No,Yes,No,Bank transfer (automatic),1201.65,2.34
3340,0,7,Month-to-month,81.25,DSL,0,1,0,Yes,No,Yes,Yes,Bank transfer (automatic),580.1,2.71
3341,0,18,Month-to-month,95.95,Fiber optic,0,1,0,No,No,Yes,No,Credit card (automatic),1745.5,3.2
3342,0,6,Month-to-month,45.5,DSL,0,1,1,No,No,No,No,Mailed check,285.2,1.52
3343,0,53,Two year,73.9,DSL,0,0,0,No,Yes,Yes,Yes,Bank transfer (automatic),3958.25,2.46
3344,1,16,Month-to-month,73.85,Fiber optic,0,1,0,No,No,No,No,Bank transfer (automatic),1284.2,2.46
3345,0,45,Two year,24.45,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,1088.25,0.82
3346,0,64,One year,97.0,Fiber optic,1,1,0,Yes,Yes,Yes,No,Bank transfer (automatic),6430.9,3.23
3347,0,18,One year,40.2,DSL,0,0,0,Yes,Yes,No,Yes,Mailed check,711.95,1.34
3348,0,70,Two year,74.8,DSL,0,1,0,Yes,No,Yes,Yes,Credit card (automatic),5315.8,2.49
3349,0,69,Two year,23.95,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1713.1,0.8
3350,0,40,Month-to-month,96.35,Fiber optic,0,1,1,No,Yes,Yes,No,Credit card (automatic),3915.4,3.21
3351,1,21,Month-to-month,102.8,Fiber optic,0,1,1,No,Yes,Yes,Yes,Electronic check,2110.15,3.43
3352,1,19,Month-to-month,95.15,Fiber optic,0,0,0,Yes,Yes,No,No,Electronic check,1789.25,3.17
3353,0,18,Month-to-month,87.9,Fiber optic,0,1,1,Yes,No,Yes,No,Mailed check,1500.5,2.93
3354,0,1,Month-to-month,20.05,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,20.05,0.67
3355,1,2,Month-to-month,62.05,DSL,0,0,0,No,No,No,No,Bank transfer (automatic),118.3,2.07
3356,0,33,Two year,59.55,DSL,0,1,0,Yes,No,Yes,Yes,Bank transfer (automatic),2016.3,1.98
3357,1,1,Month-to-month,19.3,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,19.3,0.64
3358,0,60,One year,74.85,DSL,1,1,1,Yes,Yes,Yes,Yes,Credit card (automatic),4456.35,2.49
3359,0,72,Two year,109.75,Fiber optic,0,1,0,No,Yes,Yes,Yes,Credit card (automatic),7758.9,3.66
3360,1,2,Month-to-month,45.0,DSL,0,0,0,No,No,No,No,Mailed check,96.45,1.5
3361,0,63,Two year,79.85,DSL,0,0,0,Yes,Yes,Yes,Yes,Credit card (automatic),4861.45,2.66
3362,0,12,Month-to-month,67.25,DSL,0,0,0,Yes,Yes,No,Yes,Electronic check,832.3,2.24
3363,0,31,Month-to-month,87.6,Fiber optic,0,0,0,Yes,No,Yes,Yes,Electronic check,2724.25,2.92
3364,0,71,Two year,89.9,DSL,0,1,1,Yes,Yes,Yes,Yes,Credit card (automatic),6457.15,3.0
3366,0,50,One year,101.9,Fiber optic,1,1,0,Yes,Yes,Yes,No,Bank transfer (automatic),5265.5,3.4
3367,0,54,Two year,46.2,DSL,0,0,0,Yes,Yes,No,No,Bank transfer (automatic),2431.95,1.54
3368,1,1,Month-to-month,52.2,DSL,0,0,0,No,No,No,Yes,Electronic check,52.2,1.74
3369,0,11,Month-to-month,55.6,DSL,1,0,0,Yes,No,No,No,Electronic check,580.8,1.85
3370,0,44,One year,70.95,DSL,0,1,0,No,Yes,Yes,Yes,Electronic check,3250.45,2.37
3371,0,62,Two year,107.6,Fiber optic,0,1,0,No,No,Yes,Yes,Bank transfer (automatic),6912.7,3.59
3372,0,57,One year,86.9,Fiber optic,0,0,0,No,No,No,No,Electronic check,4939.25,2.9
3373,0,18,One year,19.8,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),342.3,0.66
3374,0,70,Two year,98.7,Fiber optic,0,1,0,No,Yes,Yes,Yes,Bank transfer (automatic),6858.9,3.29
3375,0,21,Month-to-month,99.85,Fiber optic,0,0,0,No,Yes,No,No,Credit card (automatic),1992.55,3.33
3376,1,17,Month-to-month,45.05,DSL,1,0,0,No,No,No,No,Electronic check,770.6,1.5
3377,0,42,Month-to-month,95.55,Fiber optic,1,1,0,No,Yes,Yes,No,Electronic check,3930.6,3.18
3379,0,21,One year,79.2,Fiber optic,0,1,0,No,No,Yes,Yes,Electronic check,1742.45,2.64
3380,0,3,Month-to-month,19.55,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Electronic check,61.05,0.65
3381,0,8,Month-to-month,19.95,No,0,0,1,No internet service,No internet service,No internet service,No internet service,Mailed check,170.9,0.66
3382,1,18,Month-to-month,57.45,DSL,0,1,1,No,No,Yes,No,Electronic check,990.85,1.92
3383,1,2,Month-to-month,88.55,Fiber optic,1,0,0,No,No,Yes,No,Electronic check,179.25,2.95
3384,0,2,One year,20.2,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,34.75,0.67
3385,0,51,Two year,19.6,No,1,0,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),967.9,0.65
3386,0,21,One year,75.9,DSL,0,1,1,Yes,No,No,No,Bank transfer (automatic),1549.75,2.53
3387,1,55,Month-to-month,54.55,DSL,0,1,0,No,No,Yes,Yes,Bank transfer (automatic),2978.3,1.82
3388,0,70,Two year,89.75,DSL,0,0,0,Yes,Yes,Yes,Yes,Credit card (automatic),6367.2,2.99
3389,1,31,Month-to-month,55.25,DSL,0,0,0,No,No,Yes,Yes,Electronic check,1715.65,1.84
3390,0,67,One year,49.35,DSL,0,0,0,Yes,No,Yes,Yes,Bank transfer (automatic),3321.35,1.64
3391,1,1,Month-to-month,70.1,Fiber optic,0,0,0,No,No,No,No,Electronic check,70.1,2.34
3392,0,21,Two year,19.6,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,390.4,0.65
3393,1,22,Month-to-month,69.25,Fiber optic,0,1,0,No,No,No,No,Electronic check,1554.0,2.31
3394,1,11,Month-to-month,84.8,Fiber optic,1,0,0,No,No,No,No,Credit card (automatic),906.85,2.83
3395,0,1,Month-to-month,45.2,DSL,1,0,0,No,No,No,No,Electronic check,45.2,1.51
3396,0,72,Two year,25.85,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1872.2,0.86
3397,0,34,One year,25.6,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),917.15,0.85
3398,0,29,One year,20.0,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Electronic check,540.05,0.67
3399,1,56,One year,100.3,Fiber optic,0,1,0,No,Yes,No,No,Credit card (automatic),5614.45,3.34
3400,0,5,Month-to-month,64.4,DSL,0,1,1,Yes,Yes,No,Yes,Credit card (automatic),316.9,2.15
3401,0,18,Month-to-month,33.6,DSL,0,0,0,Yes,No,Yes,No,Mailed check,550.35,1.12
